path,p_melanoma
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/02c82c78ab8016249c74bb77f0bb105f_ITA-109.png,0.9764699339866638
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/02dbebd0b19c14f427ffd445afdd923b_ITA-28.png,0.634973406791687
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/02de76a051b4602b7354cbd217195db2_ITA-42.png,0.6093758940696716
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0314d88201c6105f9cf091c84bcd0d9f_ITA-38.png,0.8300936818122864
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/03df0a5474151deba054565452647f78_ITA-101.png,0.7816886901855469
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/05dacc9ac4d694efceac29970e9bbca1_ITA-126.png,0.8966633081436157
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/068f89b64ab961066d579b19e78fb07c_ITA-146.png,0.7729369401931763
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/07372d729c011eba2e09899b06ef92e1_ITA-96.png,0.537923276424408
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/079b9410b91f16eae9172d02ae78588c_ITA-103.png,0.9797472953796387
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/07a0729cda0dd8df65449ef8556fd5c4_ITA-75.png,0.9979275465011597
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/082dc830e309eaa0a297f4eb1ffcd353_ITA-26.png,0.6889051795005798
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0aa9baede2061ec2237e3dbc41ce72de_ITA-148.png,0.9380388259887695
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0b4e2e95166ca3c6f9c74b426bc4d309_ITA-145.png,0.9147089123725891
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0b923b464326c462aab1c03bc2455f33_ITA-136.png,0.9126887321472168
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0ba2cd1f9b97913f6d4f11998ba4a3a8_ITA-123.png,0.932883083820343
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0bfb4a12092f29b7880abc4a0346dd9a_ITA-11.png,0.8642034530639648
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0c66c0f179927d901235b2327a1a5f7b_ITA-6.png,0.8911906480789185
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0cca43e575001e406a79739f32a4a4e7_ITA-58.png,0.9067414402961731
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0cd33c4270020b313bb2ce80c690480f_ITA-53.png,0.9319862723350525
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0ea29ab6589b0a2c766a6cbd3d241de4_ITA-107.png,0.9936683773994446
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/0eb19d128c2364df8910e1d9e14178e0_ITA-104.png,0.9734157919883728
