path,p_melanoma
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/3156a064724ad9674cdb4579a15988a3_ITA-122.png,0.1676001101732254
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/55dbeeb4d5ad78b095e6d8deada2d72d_ITA-136.png,0.16639448702335358
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/6d486b945375c5b4755d6ff253384cb3_ITA-158.png,0.19211935997009277
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/8fd1f229570c0352f683c1a4d0950fec_ITA-126.png,0.20546361804008484
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/9327edc9fd59a3800e33a39317f9f3e7_ITA-146.png,0.2788100838661194
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000017.png,0.2544914484024048
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000028.png,0.014336450025439262
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000036.png,0.22434407472610474
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000051.png,0.25535574555397034
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000056.png,0.1671176701784134
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000104.png,0.277763694524765
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000128.png,0.2093362957239151
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000147.png,0.0022106515243649483
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000153.png,0.09909888356924057
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000165.png,0.2702961266040802
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000183.png,0.10948057472705841
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000205.png,0.2628556489944458
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000208.png,0.09099925309419632
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000226.png,0.22118638455867767
/home/marsi/TFM/data/imagefolder/synth/train/melanoma/sdl_000242.png,0.21761690080165863
