step,train_loss
1,0.21700315177440643
2,0.20355762541294098
3,0.10290241986513138
4,0.1305059939622879
5,0.14063988626003265
6,0.25071099400520325
7,0.23926740884780884
8,0.06659036129713058
9,0.2931186258792877
10,0.1241573691368103
11,0.08202720433473587
12,0.19257032871246338
13,0.3561100363731384
14,0.22493337094783783
15,0.42893803119659424
16,0.12077610939741135
17,0.18424241244792938
18,0.26650556921958923
19,0.212711364030838
20,0.24325744807720184
21,0.15669789910316467
22,0.1303926557302475
23,0.2538190186023712
24,0.18084868788719177
25,0.09090697765350342
26,0.18817025423049927
27,0.13613370060920715
28,0.162746861577034
29,0.20240621268749237
30,0.2277355194091797
31,0.059003688395023346
32,0.21739605069160461
33,0.10818329453468323
34,0.1883680820465088
35,0.20149675011634827
36,0.2857823967933655
37,0.19514547288417816
38,0.15182462334632874
39,0.2733021378517151
40,0.1891999989748001
41,0.16560250520706177
42,0.32632213830947876
43,0.06654547899961472
44,0.06875006854534149
45,0.06111302971839905
46,0.4328653812408447
47,0.06782299280166626
48,0.2674407660961151
49,0.32690829038619995
50,0.2308678776025772
51,0.07191780209541321
52,0.10876315832138062
53,0.2679186761379242
54,0.27364206314086914
55,0.1530618667602539
56,0.23534700274467468
57,0.26743510365486145
58,0.17908057570457458
59,0.2999235689640045
60,0.2809407413005829
61,0.07164444774389267
62,0.1429513394832611
63,0.059933606535196304
64,0.15186063945293427
65,0.10522117465734482
66,0.1639191210269928
67,0.2041453719139099
68,0.08924031257629395
69,0.13411679863929749
70,0.07443314790725708
71,0.21819835901260376
72,0.3111654222011566
73,0.1457834094762802
74,0.11234083771705627
75,0.29898765683174133
76,0.2750405967235565
77,0.3444873094558716
78,0.08193394541740417
79,0.1093151867389679
80,0.24696168303489685
81,0.047716058790683746
82,0.2870078980922699
83,0.19110547006130219
84,0.13369706273078918
85,0.11470694094896317
86,0.13743135333061218
87,0.1346086710691452
88,0.18127715587615967
89,0.06333045661449432
90,0.2055000215768814
91,0.09993678331375122
92,0.07415216416120529
93,0.14488741755485535
94,0.15606780350208282
95,0.22507122159004211
96,0.15632382035255432
97,0.06218916177749634
98,0.1605636179447174
99,0.25804826617240906
100,0.17606374621391296
101,0.22489133477210999
102,0.13510678708553314
103,0.06719885766506195
104,0.26203152537345886
105,0.1796741485595703
106,0.2477143257856369
107,0.15444731712341309
108,0.135626882314682
109,0.09821093082427979
110,0.14805223047733307
111,0.1403294801712036
112,0.15982705354690552
113,0.18734320998191833
114,0.16376850008964539
115,0.1276942789554596
116,0.17566487193107605
117,0.1803109347820282
118,0.07318276911973953
119,0.09109729528427124
120,0.0604742132127285
121,0.20415258407592773
122,0.1850971281528473
123,0.15036216378211975
124,0.14478188753128052
125,0.2342161387205124
126,0.21029795706272125
127,0.12390592694282532
128,0.1381222903728485
129,0.22846373915672302
130,0.061672624200582504
131,0.28321772813796997
132,0.33216989040374756
133,0.19961410760879517
134,0.14527134597301483
135,0.05141497403383255
136,0.1981486976146698
137,0.20331518352031708
138,0.2408609241247177
139,0.17520266771316528
140,0.1690867692232132
141,0.2178255319595337
142,0.14686527848243713
143,0.0928879901766777
144,0.21040186285972595
145,0.12611590325832367
146,0.04737715795636177
147,0.2522464692592621
148,0.22042393684387207
149,0.08716748654842377
150,0.22369259595870972
151,0.09420701116323471
152,0.12449879944324493
153,0.10232291370630264
154,0.11035004258155823
155,0.32718175649642944
156,0.15583127737045288
157,0.19443850219249725
158,0.14777280390262604
159,0.13743023574352264
160,0.2026006579399109
161,0.09236318618059158
162,0.18591918051242828
163,0.2657162845134735
164,0.2028791755437851
165,0.2586699426174164
166,0.2744479775428772
167,0.19875724613666534
168,0.09316067397594452
169,0.17023469507694244
170,0.1297745406627655
171,0.0757797583937645
172,0.27950796484947205
173,0.20893755555152893
174,0.05536523088812828
175,0.07153122127056122
176,0.13034333288669586
177,0.20402215421199799
178,0.22233903408050537
179,0.19207096099853516
180,0.16503551602363586
181,0.0661735087633133
182,0.14797928929328918
183,0.17351864278316498
184,0.16315019130706787
185,0.2244998663663864
186,0.18182173371315002
187,0.28761234879493713
188,0.1871393620967865
189,0.22153642773628235
190,0.19082485139369965
191,0.1558857560157776
192,0.19154608249664307
193,0.17937788367271423
194,0.22298812866210938
195,0.18985611200332642
196,0.16868317127227783
197,0.1644231379032135
198,0.23693567514419556
199,0.22635260224342346
200,0.08505735546350479
201,0.18648599088191986
202,0.10096193104982376
203,0.2011856883764267
204,0.16711074113845825
205,0.07387211918830872
206,0.21223939955234528
207,0.20365911722183228
208,0.1649424433708191
209,0.28590232133865356
210,0.16923120617866516
211,0.17957010865211487
212,0.11156090348958969
213,0.15822724997997284
214,0.29516178369522095
215,0.26463818550109863
216,0.17901884019374847
217,0.3134457767009735
218,0.11030694842338562
219,0.16751526296138763
220,0.1426192671060562
221,0.1978914588689804
222,0.06506111472845078
223,0.31416818499565125
224,0.15177196264266968
225,0.12214849144220352
226,0.09132762998342514
227,0.2568821310997009
228,0.1661173701286316
229,0.17595236003398895
230,0.04229933023452759
231,0.14248241484165192
232,0.1998571902513504
233,0.18345907330513
234,0.07854623347520828
235,0.06563835591077805
236,0.1796019822359085
237,0.2943800687789917
238,0.16707120835781097
239,0.13449418544769287
240,0.05343480035662651
241,0.18027910590171814
242,0.22536538541316986
243,0.07701049745082855
244,0.20892851054668427
245,0.1436314433813095
246,0.10553862154483795
247,0.31368008255958557
248,0.1354319155216217
249,0.11778129637241364
250,0.23562216758728027
251,0.16951242089271545
252,0.0742553249001503
253,0.07131849229335785
254,0.1709403246641159
255,0.3314723074436188
256,0.1593644767999649
257,0.24846559762954712
258,0.24706625938415527
259,0.18178291618824005
260,0.2326379269361496
261,0.17436550557613373
262,0.12547962367534637
263,0.03868347406387329
264,0.09990585595369339
265,0.015750259160995483
266,0.10905762761831284
267,0.34280773997306824
268,0.14517448842525482
269,0.09273973852396011
270,0.21728985011577606
271,0.1698787361383438
272,0.2272208333015442
273,0.22233083844184875
274,0.23166540265083313
275,0.09522493928670883
276,0.23367783427238464
277,0.09365025162696838
278,0.1072019636631012
279,0.1905936747789383
280,0.21582463383674622
281,0.13119053840637207
282,0.25648874044418335
283,0.1601221114397049
284,0.06698263436555862
285,0.22223350405693054
286,0.14336027204990387
287,0.14841154217720032
288,0.09259834885597229
289,0.21721462905406952
290,0.06526210159063339
291,0.14296598732471466
292,0.11511863768100739
293,0.12516085803508759
294,0.2073083221912384
295,0.08640291541814804
296,0.18966209888458252
297,0.12047892063856125
298,0.04554537311196327
299,0.20521868765354156
300,0.05412246286869049
301,0.2426338791847229
302,0.24873825907707214
303,0.18308483064174652
304,0.1551450788974762
305,0.11515358835458755
306,0.10353421419858932
307,0.2665182054042816
308,0.11108015477657318
309,0.16109728813171387
310,0.09920929372310638
311,0.1507023721933365
312,0.10894782096147537
313,0.11619437485933304
314,0.11933871358633041
315,0.13646361231803894
316,0.1741313934326172
317,0.1698261797428131
318,0.06114724278450012
319,0.044442594051361084
320,0.1849239617586136
321,0.17776812613010406
322,0.08810636401176453
323,0.20020045340061188
324,0.20159220695495605
325,0.10466372221708298
326,0.2644164562225342
327,0.10607033967971802
328,0.24239656329154968
329,0.3271808922290802
330,0.0939817801117897
331,0.16375285387039185
332,0.10814985632896423
333,0.10920929908752441
334,0.19404123723506927
335,0.18493102490901947
336,0.12851236760616302
337,0.1974940299987793
338,0.12511944770812988
339,0.09119492024183273
340,0.23707254230976105
341,0.1672937422990799
342,0.14274942874908447
343,0.15747688710689545
344,0.23253373801708221
345,0.2020108997821808
346,0.11132325977087021
347,0.1915673315525055
348,0.16686755418777466
349,0.25971123576164246
350,0.18818561732769012
351,0.12360288947820663
352,0.2558240592479706
353,0.06060265377163887
354,0.22560107707977295
355,0.2292369157075882
356,0.09178445488214493
357,0.1014966294169426
358,0.15179778635501862
359,0.2281835824251175
360,0.2930501401424408
361,0.30649107694625854
362,0.30191755294799805
363,0.21199263632297516
364,0.136368989944458
365,0.24315369129180908
366,0.10835292935371399
367,0.26127928495407104
368,0.0722595751285553
369,0.041771646589040756
370,0.04002108797430992
371,0.20566600561141968
372,0.09687796235084534
373,0.16657911241054535
374,0.19365194439888
375,0.23416215181350708
376,0.21239785850048065
377,0.12352413684129715
378,0.2685832381248474
379,0.29719188809394836
380,0.2801904082298279
381,0.19808462262153625
382,0.22975081205368042
383,0.2382534295320511
384,0.14782753586769104
385,0.18914179503917694
386,0.06943955272436142
387,0.23869957029819489
388,0.07304836809635162
389,0.09931264072656631
390,0.27052292227745056
391,0.2591424584388733
392,0.1360357105731964
393,0.19924120604991913
394,0.2777600586414337
395,0.13616105914115906
396,0.043108608573675156
397,0.11814624816179276
398,0.17984309792518616
399,0.22301052510738373
400,0.08569036424160004
401,0.13121624290943146
402,0.1370743364095688
403,0.24948695302009583
404,0.16681309044361115
405,0.05456387624144554
406,0.09957951307296753
407,0.0366964228451252
408,0.11933338642120361
409,0.24324069917201996
410,0.29042482376098633
411,0.11704547703266144
412,0.2604330778121948
413,0.09533749520778656
414,0.21668164432048798
415,0.14405788481235504
416,0.15403667092323303
417,0.1281835436820984
418,0.2293025106191635
419,0.23308902978897095
420,0.07728201895952225
421,0.18972493708133698
422,0.08541475236415863
423,0.19792838394641876
424,0.20673875510692596
425,0.16476692259311676
426,0.04441292956471443
427,0.2517457902431488
428,0.2830013036727905
429,0.15634658932685852
430,0.171563059091568
431,0.32017287611961365
432,0.21672305464744568
433,0.06781437247991562
434,0.04320616275072098
435,0.15312716364860535
436,0.2998831868171692
437,0.20896953344345093
438,0.0999828577041626
439,0.1300397366285324
440,0.18835701048374176
441,0.17395305633544922
442,0.07378238439559937
443,0.09722410142421722
444,0.13999851047992706
445,0.12378541380167007
446,0.13167715072631836
447,0.16216076910495758
448,0.2035798728466034
449,0.21637532114982605
450,0.02303108386695385
